source_study,target_study,text1,text2,class_label,cosine,rank,mrr,candidate_pool_size,r@1,r@3,r@5,r@10
adni,nacc,Depression,Active depression in the last two years,identical match,0.66981,1,1.0,196,True,True,True,True
adni,nacc,Stroke,Stroke,identical match,1.0,1,1.0,196,True,True,True,True
adni,amed,Depression,Clinically relevant depression based on clinical judgement or GDS?,identical match,0.6929,1,1.0,62,True,True,True,True
adni,amed,Stroke,Did subject have a stroke?,identical match,0.80181,1,1.0,62,True,True,True,True
adni,epad,Depression,Medical History Term,identical match,0.20097,22,0.045454545454545456,45,False,False,False,False
adni,epad,Stroke,Medical History Term,identical match,0.28354,4,0.25,45,False,False,True,True
adni,epad,Parkinson Disease,High Level Group Term,identical match,0.10184,15,0.06666666666666667,45,False,False,False,False
adni,nacc,Parkinson Disease,Parkinson 's disease (PD),identical match,0.95197,1,1.0,196,True,True,True,True
adni,nacc,bipolar or Schizophrenia,Bipolar disorder,identical match,0.88558,1,1.0,196,True,True,True,True
adni,nacc,bipolar or Schizophrenia,Schizophrenia,identical match,0.66308,2,0.5,196,False,True,True,True
adni,nacc,Thyroid,Thyroid disease,identical match,0.73721,1,1.0,196,True,True,True,True
adni,nacc,Vision,"Without corrective lenses, is the subject 's vision functionally normal?",identical match,0.53593,1,1.0,196,True,True,True,True
adni,nacc,Heart Condition,Congestive heart failure,identical match,0.82715,2,0.5,196,False,True,True,True
adni,nacc,Heart Rate,Subject resting heart rate (pulse),identical match,0.70063,1,1.0,196,True,True,True,True
adni,epad,Heart Condition,Heart - Abnormal Findings,identical match,0.8388,1,1.0,45,True,True,True,True
adni,epad,Heart Rate,Heart - Results,identical match,0.62559,1,1.0,45,True,True,True,True
adni,epad,Abdominal Discomfort,Abdomen - Results,identical match,0.69313,1,1.0,45,True,True,True,True
adni,epad,Coughing,5e. Cough or snore loudly,identical match,0.56748,1,1.0,45,True,True,True,True
adni,epad,Musculoskeletal Pain,Musculoskeletal - Results,identical match,0.68692,1,1.0,45,True,True,True,True
adni,nacc,Insomnia,Hyposomnia/insomnia history reported at Initial Visit,identical match,0.6003,1,1.0,196,True,True,True,True
adni,nacc,Psychiatric,Other psychiatric disorder,identical match,0.67662,2,0.5,196,False,True,True,True
adni,nacc,Cardiovascular,Other cardiovascular disease,identical match,0.6467,1,1.0,196,True,True,True,True
adni,epad,CSF PTAU (Cerebrospinal fluid (CSF) phosphorylated tau (p-tau),amount of phosphorylated Tau protein present in a sample,identical match,0.74713,1,1.0,45,True,True,True,True
adni,epad,"CSF TAU (Is a quantification of total tau protein, a biomarker for Alzheimer's diseas)","Is a quantification of total tau protein, a biomarker for Alzheimer's disease.",identical match,0.74664,1,1.0,45,True,True,True,True
adni,epad,A-beta 1-42 in CSF,The determination of the amount of the 1-42 amino acid beta amyloid protein isoform present in a sample.,identical match,0.57966,1,1.0,45,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Entorhinal,Left entorhinal gray matter volume (cc),identical match,0.75197,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Entorhinal,Right entorhinal gray matter volume (cc),identical match,0.76126,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Fusiform,Left fusiform gray matter volume (cc),identical match,0.74366,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of right Fusiform,Right fusiform gray matter volume (cc),identical match,0.73582,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left MiddleTemporal,Left middle temporal gray matter volume (cc),identical match,0.8126,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right MiddleTemporal,Right middle temporal gray matter volume (cc),identical match,0.78925,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Pericalcarine,Right pericalcarine gray matter volume (cc),identical match,0.83433,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Precentral,Right precentral gray matter volume (cc),identical match,0.77958,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Rostral Middle Frontal,Right rostral middle frontal gray matter volume (cc),identical match,0.82044,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Superior Parietal,Right superior parietal gray matter volume (cc),identical match,0.84142,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Supramarginal,Right supramarginal gray matter volume (cc),identical match,0.79638,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of RightInsula,Right insula gray matter volume (cc),identical match,0.73442,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Inferior Temporal,Left inferior temporal gray matter volume (cc),identical match,0.84004,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Medial Orbitofrontal,Left medial orbitofrontal gray matter volume (cc),identical match,0.79099,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Perical carine,Left pericalcarine gray matter volume (cc),identical match,0.56891,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Precentral,Left precentral gray matter volume (cc),identical match,0.7919,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Rostral Middle Frontal,Left rostral middle frontal gray matter volume (cc),identical match,0.79319,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Supramarginal,Left supramarginal gray matter volume (cc),identical match,0.829,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Inferior Temporal,Right inferior temporal gray matter volume (cc),identical match,0.80978,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Medial Orbitofrontal,Right medial orbitofrontal gray matter volume (cc),identical match,0.77522,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Superior Parietal,Left superior parietal gray matter volume (cc),identical match,0.85212,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Postcentral,Right postcentral gray matter volume (cc),identical match,0.79851,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Superior Frontat,Right superior frontal gray matter volume (cc),identical match,0.79175,1,1.0,196,True,True,True,True
adni,nacc,Right Superior Temporal Volume,Right superior temporal gray matter volume (cc),identical match,0.8195,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) Left Insula,Left insula gray matter volume (cc),identical match,0.88404,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of  Left Inferior Parietal,Left inferior parietal gray matter volume (cc),identical match,0.85192,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Lateral Occipital,Left lateral occipital gray matter volume (cc),identical match,0.86964,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation)  Left Lingual,Left lingual gray matter volume (cc),identical match,0.84482,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Paracentral,Left paracentral gray matter volume (cc),identical match,0.8178,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Postcentral,Left postcentral gray matter volume (cc),identical match,0.81651,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Superior Frontal,Left superior frontal gray matter volume (cc),identical match,0.82415,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Superior Temporal,Left superior temporal gray matter volume (cc),identical match,0.83176,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Inferior Parietal,Right inferior parietal gray matter volume (cc),identical match,0.82327,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Lateral Occipital,Right lateral occipital gray matter volume (cc),identical match,0.8417,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of  Right Lingual,Right lingual gray matter volume (cc),identical match,0.78296,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of  Left Pars Opercularis,Left pars opercularis gray matter volume (cc),identical match,0.81593,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of  Right Pars Opercularis,Right pars opercularis gray matter volume (cc),identical match,0.79964,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of  Left Pars Orbitalis,Left pars orbitalis gray matter volume (cc),identical match,0.8201,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of  Right Pars Orbitalis,Right pars orbitalis gray matter volume (cc),identical match,0.78598,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of  Left Pars Triangularis,Left pars triangularis gray matter volume (cc),identical match,0.82447,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of  Right Pars Triangularis,Right pars triangularis gray matter volume (cc),identical match,0.80182,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Posterior Cingulate,Left posterior cingulate gray matter volume (cc),identical match,0.85851,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Posterior Cingulate,Right posterior cingulate gray matter volume (cc),identical match,0.85132,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Rostral Anterior Cingulate,Left rostral anterior cingulate gray matter volume (cc),identical match,0.82867,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Right Rostral Anterior Cingulate,Right rostral anterior cingulate gray matter volume (cc),identical match,0.84251,1,1.0,196,True,True,True,True
adni,nacc,Volume (WM Parcellation) of Csf,Total brain cerebrospinal fluid volume (cc),identical match,0.80463,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Caudal Anterior Cingulate,Left caudal anterior cingulate mean cortical thickness (mm),identical match,0.89051,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Caudal Anterior Cingulate,Right caudal anterior cingulate mean cortical thickness (mm),identical match,0.90481,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Caudal Middle Frontal,Left caudal middle frontal mean cortical thickness (mm),identical match,0.89074,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Cuneus,Left cuneus mean cortical thickness (mm),identical match,0.89836,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Cuneus,Right cuneus mean cortical thickness (mm),identical match,0.91535,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Entorightinal,Left entorhinal mean cortical thickness (mm),identical match,0.81879,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of  Right Entorightinal,Right entorhinal mean cortical thickness (mm),identical match,0.82976,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of  Left Fusiform,Left fusiform mean cortical thickness (mm),identical match,0.85399,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Fusiform,Right fusiform mean cortical thickness (mm),identical match,0.87268,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Inferiorparietal,Left inferior parietal mean cortical thickness (mm),identical match,0.87034,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Inferiorparietal,Right inferior parietal mean cortical thickness (mm),identical match,0.87131,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Inferiortemporal,Left inferior temporal mean cortical thickness (mm),identical match,0.85261,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Inferiortemporal,Right inferior temporal mean cortical thickness (mm),identical match,0.84931,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Insula,Left insula mean cortical thickness (mm),identical match,0.91533,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Insula,Right insula mean cortical thickness (mm),identical match,0.93021,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Isthmus Cingulate,Left isthmus cingulate mean cortical thickness (mm),identical match,0.88064,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Isthmus Cingulate,Right isthmus cingulate mean cortical thickness (mm),identical match,0.89611,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Lateraloccipital,Left lateral occipital mean cortical thickness (mm),identical match,0.87957,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Lateraloccipital,Right lateral occipital mean cortical thickness (mm),identical match,0.88854,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Lateralorbitofrontal,Left lateral orbitofrontal mean cortical thickness (mm),identical match,0.83971,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Lateralorbitofrontal,Right lateral orbitofrontal mean cortical thickness (mm),identical match,0.83655,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Lingual,Left lingual mean cortical thickness (mm),identical match,0.90223,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Lingual,Right lingual mean cortical thickness (mm),identical match,0.90137,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Medial Orbitofrontal,Left medial orbitofrontal mean cortical thickness (mm),identical match,0.90843,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Medial Orbitofrontal,Right medial orbitofrontal mean cortical thickness (mm),identical match,0.91425,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Middle Temporal,Left middle temporal mean cortical thickness (mm),identical match,0.9167,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Middle Temporal,Right middle temporal mean cortical thickness (mm),identical match,0.92329,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Paracentral,Left paracentral mean cortical thickness (mm),identical match,0.88809,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Paracentral,Right paracentral mean cortical thickness (mm),identical match,0.89816,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Parahippocampal,Left parahippocampal mean cortical thickness (mm),identical match,0.89105,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Parahippocampal,Right parahippocampal mean cortical thickness (mm),identical match,0.90326,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Pars Opercularis,Left pars opercularis mean cortical thickness (mm),identical match,0.88749,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Pars Opercularis,Right pars opercularis mean cortical thickness (mm),identical match,0.90029,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Parsorbitalis,Left pars orbitalis mean cortical thickness (mm),identical match,0.76094,8,0.125,196,False,False,False,True
adni,nacc,Cortical Thickness Average of Right Parsorbitalis,Right pars orbitalis mean cortical thickness (mm),identical match,0.7307,9,0.1111111111111111,196,False,False,False,True
adni,nacc,Cortical Thickness Average of Left Pars Triangularis,Left pars triangularis mean cortical thickness (mm),identical match,0.90287,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Pars Triangularis,Right pars triangularis mean cortical thickness (mm),identical match,0.90743,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Pericalcarine,Left pericalcarine mean cortical thickness (mm),identical match,0.90029,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Pericalcarine,Right pericalcarine mean cortical thickness (mm),identical match,0.9076,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Postcentral,Left postcentral mean cortical thickness (mm),identical match,0.87755,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Postcentral,Right postcentral mean cortical thickness (mm),identical match,0.88162,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Posterior Cingulate,Left posterior cingulate mean cortical thickness (mm),identical match,0.87688,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Posterior Cingulate,Right posterior cingulate mean cortical thickness (mm),identical match,0.8886,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Precentral,Left precentral mean cortical thickness (mm),identical match,0.8893,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Precentral,Right precentral mean cortical thickness (mm),identical match,0.89746,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Precuneus,Left precuneus mean cortical thickness (mm),identical match,0.87553,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Precuneus,Right precuneus mean cortical thickness (mm),identical match,0.90094,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Rostral Anterior Cingulate,Left rostral anterior cingulate mean cortical thickness (mm),identical match,0.89929,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Rostral Anterior Cingulate,Right rostral anterior cingulate mean cortical thickness (mm),identical match,0.91499,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Rostral Middle Frontal,Left rostral middle frontal mean cortical thickness (mm),identical match,0.89817,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Rostral Middle Frontal,Right rostral middle frontal mean cortical thickness (mm),identical match,0.91386,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Superior Frontal,Left superior frontal mean cortical thickness (mm),identical match,0.8842,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Superiorfrontal,Right superior frontal mean cortical thickness (mm),identical match,0.90266,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Superiorparietal,Left superior parietal mean cortical thickness (mm),identical match,0.85936,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Superiorparietal,Right superior parietal mean cortical thickness (mm),identical match,0.87389,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Superior Temporal,Left superior temporal mean cortical thickness (mm),identical match,0.88358,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Superior Temporal,Right superior temporal mean cortical thickness (mm),identical match,0.8976,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Supramarginal,Left supramarginal mean cortical thickness (mm),identical match,0.89799,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Supramarginal,Right supramarginal mean cortical thickness (mm),identical match,0.90672,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Left Transverse Temporal,Left transverse temporal mean cortical thickness (mm),identical match,0.91887,1,1.0,196,True,True,True,True
adni,nacc,Cortical Thickness Average of Right Transverse Temporal,Right transverse temporal mean cortical thickness (mm),identical match,0.92155,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) of Left Precuneus,Left precuneus gray matter volume (cc),identical match,0.81241,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) o Right Precuneus,Right precuneus gray matter volume (cc),identical match,0.8201,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) o Left Transverse Temporal,Left transverse temporal gray matter volume (cc),identical match,0.87424,1,1.0,196,True,True,True,True
adni,nacc,Volume (Cortical Parcellation) o Right Transverse Temporal,Right transverse temporal gray matter volume (cc),identical match,0.85459,1,1.0,196,True,True,True,True
adni,nacc,Volume (WM Parcellation) of Left Lateral Ventricle,Segmented left lateral ventricle volume (cc),identical match,0.86365,1,1.0,196,True,True,True,True
adni,nacc,Volume (WM Parcellation) of Right Lateral Ventricle,Segmented right lateral ventricle volume (cc),identical match,0.85869,1,1.0,196,True,True,True,True
adni,nacc,Volume (WM Parcellation) of Third Ventricle,Segmented total third ventricle volume (cc),identical match,0.82423,1,1.0,196,True,True,True,True
adni,nacc,Volume (WM Parcellation) of Left Hippocampus,Segmented left hippocampus volume (cc),identical match,0.88429,1,1.0,196,True,True,True,True
adni,nacc,Volume (WM Parcellation) of Right Hippocampus,Segmented right hippocampus volume (cc),identical match,0.88441,1,1.0,196,True,True,True,True
adni,epad,Smoking(1=Yes; 0=No),Smoking,identical match,0.8302,1,1.0,45,True,True,True,True
adni,nacc,Smoking(1=Yes; 0=No),Smoked cigarettes in last 30 days,identical match,0.61014,1,1.0,196,True,True,True,True
adni,nacc,Smoking(1=Yes; 0=No),Average number of packs smoked per day,identical match,0.54217,2,0.5,196,False,True,True,True
adni,nacc,"If no longer smoking, provide period of time since stopped smoking (years)","If the subject quit smoking, age at which he/she last smoked (i.e., quit)",identical match,0.76319,1,1.0,196,True,True,True,True
aachen-hf,viennahf-register,HbA1c,HBA1c,identical match,1.0,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,creatinine,Creatinine,identical match,1.0,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,urea,Urea,identical match,1.0,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,triglyceride,triglyceride,identical match,1.0,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,patient identification number,patient identification number,identical match,1.0,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,mineralocorticoid receptor antagonist (MRA),Mineralocorticoid receptor antagonists(MRAs),partial match,0.96827,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,height,height,identical match,1.0,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,HDL-cholesterol,HDL-Cholesterol,compatible match,1.0,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,age at visit,age at visit,identical match,1.0,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,estimated glomerular filtration rate (CKD-EPI),estimated glomerular fraction rate,identical match,0.88739,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,date of visit,date of visit,identical match,1.0,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,weight,weight,identical match,1.0,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,body mass index,body mass index,identical match,1.0,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,Angiotensin II receptor blockers,Angiotensin II Receptor Blockers (ARBs),partial match,0.96218,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,sacubitril/valsartan,Angiotensin Receptor-Neprilysin Inhibitor (ARNi),partial match,0.39826,2,0.5,42,False,True,True,True
aachen-hf,viennahf-register,LDL-cholesterol,HDL-Cholesterol,identical match,0.86025,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,Betablocker substance,Betablocker,partial match,0.93497,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,Beta blockers,Betablocker,partial match,0.8181,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,sodium glucose cotransporter 2 inhibitors,SGLT2i,partial match,0.31573,13,0.07692307692307693,42,False,False,False,False
aachen-hf,viennahf-register,Alanine aminotransferase,Alanine Aminotransferase(ALAT),partial match,0.95265,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,Angiotensin-converting enzyme inhibitors,ACE inhibitors (ACEI),partial match,0.62823,4,0.25,42,False,False,True,True
aachen-hf,viennahf-register,Aspartate aminotransferase,aspartaataminotransferase(ASAT),partial match,0.87675,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,height,weight,identical match,0.43319,2,0.5,42,False,True,True,True
aachen-hf,viennahf-register,gamma-glutamyl transferase (GGT),gamma glutaryl transferase,identical match,0.94484,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,prealbumin,Albumin,identical match,0.77564,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,History of chronic kidney disease,creatinin kinase,identical match,0.32435,4,0.25,42,False,False,True,True
aachen-hf,viennahf-register,eosinophiles,eosinophils absolute,identical match,0.50875,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,LDL-cholesterol,LDL-Cholsterine,identical match,0.84257,2,0.5,42,False,True,True,True
aachen-hf,viennahf-register,History of diabetes,type of diabetes,partial match,0.74546,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,sacubitril/valsartan,ARNi daily dosis in % of target dosis,compatible match,0.09901,24,0.041666666666666664,42,False,False,False,False
aachen-hf,viennahf-register,History of myocardial infarction,date of past myocardial infarction,partial match,0.83045,2,0.5,42,False,True,True,True
aachen-hf,viennahf-register,History of chronic obstructive pulmonary disorder,COPD ( chronic obstructive pulmonary disease),identical match,0.6252,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,diuretics,Loop diuretics,identical match,0.81572,2,0.5,42,False,True,True,True
aachen-hf,viennahf-register,sodium glucose cotransporter 2 inhibitors,SGLT2i daily dosis in % of target dosis,compatible match,0.44094,6,0.16666666666666666,42,False,False,False,True
aachen-hf,viennahf-register,creatinine,creatinin kinase,identical match,0.6855,2,0.5,42,False,True,True,True
aachen-hf,viennahf-register,original dosage of ARNI,ARNi daily dosis in % of target dosis,compatible match,0.64743,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,Angiotensin II receptor blockers,ARB daily dosis in % of target dosis,compatible match,0.23927,12,0.08333333333333333,42,False,False,False,False
aachen-hf,viennahf-register,original dosage of SGLT2 inhibitors,SGLT2i daily dosis in % of target dosis,compatible match,0.51658,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,mineralocorticoid receptor antagonist (MRA),MRA daily dosis in % of target dosis,partial match,0.37557,5,0.2,42,False,False,True,True
aachen-hf,viennahf-register,high sensitivity C reactive protein,ultrasensitive C reactive protein(CRP),identical match,0.88558,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,smoking status,Smoking status (active/former/never),compatible match,0.8748,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,History of myocardial infarction,presence of past myocardial infarction,identical match,0.91867,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,date of visit,date of stroke,partial match,0.34064,3,0.3333333333333333,42,False,True,True,True
aachen-hf,viennahf-register,History of Coronary artery bypass graft surgery,CABG - coronary artery bypass graft,identical match,0.74038,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,History of stroke,date of stroke,partial match,0.69877,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,lymphocytes,Lymphocytes absolute,partial match,0.75312,2,0.5,42,False,True,True,True
aachen-hf,viennahf-register,lymphocytes,Lymphocytes relative,partial match,0.82837,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,History of chronic kidney disease,chronic kidney disease (yes/no),identical match,0.71578,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,diuretics,diuretics substance,partial match,0.97121,1,1.0,42,True,True,True,True
aachen-hf,viennahf-register,normalisation of loop diuretics,Loop diuretics,partial match,0.76108,1,1.0,42,True,True,True,True
